,End Date,Group,State,Condition Group,Condition,ICD10_codes,Age Group,COVID-19 Deaths
8971,03/27/2021,By Total,Oregon,Respiratory diseases,Influenza and pneumonia,J09-J18,25-34,3.0
8972,03/27/2021,By Total,Oregon,Respiratory diseases,Influenza and pneumonia,J09-J18,35-44,4.0
8973,03/27/2021,By Total,Oregon,Respiratory diseases,Influenza and pneumonia,J09-J18,45-54,24.0
8974,03/27/2021,By Total,Oregon,Respiratory diseases,Influenza and pneumonia,J09-J18,55-64,81.0
8975,03/27/2021,By Total,Oregon,Respiratory diseases,Influenza and pneumonia,J09-J18,65-74,164.0
8976,03/27/2021,By Total,Oregon,Respiratory diseases,Influenza and pneumonia,J09-J18,75-84,206.0
8977,03/27/2021,By Total,Oregon,Respiratory diseases,Influenza and pneumonia,J09-J18,85+,208.0
8980,03/27/2021,By Total,Oregon,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,0-24,0.0
8981,03/27/2021,By Total,Oregon,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,25-34,0.0
8982,03/27/2021,By Total,Oregon,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,35-44,4.0
8983,03/27/2021,By Total,Oregon,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,45-54,3.0
8984,03/27/2021,By Total,Oregon,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,55-64,19.0
8985,03/27/2021,By Total,Oregon,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,65-74,55.0
8986,03/27/2021,By Total,Oregon,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,75-84,88.0
8987,03/27/2021,By Total,Oregon,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,85+,73.0
8990,03/27/2021,By Total,Oregon,Respiratory diseases,Adult respiratory distress syndrome,J80,0-24,8.0
8991,03/27/2021,By Total,Oregon,Respiratory diseases,Adult respiratory distress syndrome,J80,25-34,4.0
8992,03/27/2021,By Total,Oregon,Respiratory diseases,Adult respiratory distress syndrome,J80,35-44,8.0
8993,03/27/2021,By Total,Oregon,Respiratory diseases,Adult respiratory distress syndrome,J80,45-54,20.0
8994,03/27/2021,By Total,Oregon,Respiratory diseases,Adult respiratory distress syndrome,J80,55-64,54.0
8995,03/27/2021,By Total,Oregon,Respiratory diseases,Adult respiratory distress syndrome,J80,65-74,69.0
8996,03/27/2021,By Total,Oregon,Respiratory diseases,Adult respiratory distress syndrome,J80,75-84,46.0
8997,03/27/2021,By Total,Oregon,Respiratory diseases,Adult respiratory distress syndrome,J80,85+,15.0
9000,03/27/2021,By Total,Oregon,Respiratory diseases,Respiratory failure,J96,0-24,5.0
9001,03/27/2021,By Total,Oregon,Respiratory diseases,Respiratory failure,J96,25-34,2.0
9002,03/27/2021,By Total,Oregon,Respiratory diseases,Respiratory failure,J96,35-44,4.0
9003,03/27/2021,By Total,Oregon,Respiratory diseases,Respiratory failure,J96,45-54,21.0
9004,03/27/2021,By Total,Oregon,Respiratory diseases,Respiratory failure,J96,55-64,70.0
9005,03/27/2021,By Total,Oregon,Respiratory diseases,Respiratory failure,J96,65-74,125.0
9006,03/27/2021,By Total,Oregon,Respiratory diseases,Respiratory failure,J96,75-84,212.0
9007,03/27/2021,By Total,Oregon,Respiratory diseases,Respiratory failure,J96,85+,174.0
9010,03/27/2021,By Total,Oregon,Respiratory diseases,Respiratory arrest,R09.2,0-24,0.0
9011,03/27/2021,By Total,Oregon,Respiratory diseases,Respiratory arrest,R09.2,25-34,0.0
9012,03/27/2021,By Total,Oregon,Respiratory diseases,Respiratory arrest,R09.2,35-44,0.0
9013,03/27/2021,By Total,Oregon,Respiratory diseases,Respiratory arrest,R09.2,45-54,5.0
9014,03/27/2021,By Total,Oregon,Respiratory diseases,Respiratory arrest,R09.2,55-64,2.0
9015,03/27/2021,By Total,Oregon,Respiratory diseases,Respiratory arrest,R09.2,65-74,4.0
9016,03/27/2021,By Total,Oregon,Respiratory diseases,Respiratory arrest,R09.2,75-84,5.0
9017,03/27/2021,By Total,Oregon,Respiratory diseases,Respiratory arrest,R09.2,85+,11.0
9020,03/27/2021,By Total,Oregon,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",0-24,0.0
9021,03/27/2021,By Total,Oregon,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",25-34,4.0
9022,03/27/2021,By Total,Oregon,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",35-44,2.0
9023,03/27/2021,By Total,Oregon,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",45-54,3.0
9024,03/27/2021,By Total,Oregon,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",55-64,17.0
9025,03/27/2021,By Total,Oregon,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",65-74,22.0
9026,03/27/2021,By Total,Oregon,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",75-84,31.0
9027,03/27/2021,By Total,Oregon,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",85+,33.0
9030,03/27/2021,By Total,Oregon,Circulatory diseases,Hypertensive diseases,I10-I15,0-24,0.0
9031,03/27/2021,By Total,Oregon,Circulatory diseases,Hypertensive diseases,I10-I15,25-34,0.0
9032,03/27/2021,By Total,Oregon,Circulatory diseases,Hypertensive diseases,I10-I15,35-44,3.0
9033,03/27/2021,By Total,Oregon,Circulatory diseases,Hypertensive diseases,I10-I15,45-54,11.0
9034,03/27/2021,By Total,Oregon,Circulatory diseases,Hypertensive diseases,I10-I15,55-64,42.0
9035,03/27/2021,By Total,Oregon,Circulatory diseases,Hypertensive diseases,I10-I15,65-74,61.0
9036,03/27/2021,By Total,Oregon,Circulatory diseases,Hypertensive diseases,I10-I15,75-84,105.0
9037,03/27/2021,By Total,Oregon,Circulatory diseases,Hypertensive diseases,I10-I15,85+,155.0
9040,03/27/2021,By Total,Oregon,Circulatory diseases,Ischemic heart disease,I20-I25,0-24,0.0
9041,03/27/2021,By Total,Oregon,Circulatory diseases,Ischemic heart disease,I20-I25,25-34,0.0
9042,03/27/2021,By Total,Oregon,Circulatory diseases,Ischemic heart disease,I20-I25,35-44,0.0
9043,03/27/2021,By Total,Oregon,Circulatory diseases,Ischemic heart disease,I20-I25,45-54,7.0
9044,03/27/2021,By Total,Oregon,Circulatory diseases,Ischemic heart disease,I20-I25,55-64,20.0
9045,03/27/2021,By Total,Oregon,Circulatory diseases,Ischemic heart disease,I20-I25,65-74,45.0
9046,03/27/2021,By Total,Oregon,Circulatory diseases,Ischemic heart disease,I20-I25,75-84,85.0
9047,03/27/2021,By Total,Oregon,Circulatory diseases,Ischemic heart disease,I20-I25,85+,105.0
9050,03/27/2021,By Total,Oregon,Circulatory diseases,Cardiac arrest,I46,0-24,0.0
9051,03/27/2021,By Total,Oregon,Circulatory diseases,Cardiac arrest,I46,25-34,0.0
9052,03/27/2021,By Total,Oregon,Circulatory diseases,Cardiac arrest,I46,35-44,0.0
9053,03/27/2021,By Total,Oregon,Circulatory diseases,Cardiac arrest,I46,45-54,1.0
9054,03/27/2021,By Total,Oregon,Circulatory diseases,Cardiac arrest,I46,55-64,25.0
9055,03/27/2021,By Total,Oregon,Circulatory diseases,Cardiac arrest,I46,65-74,19.0
9056,03/27/2021,By Total,Oregon,Circulatory diseases,Cardiac arrest,I46,75-84,23.0
9057,03/27/2021,By Total,Oregon,Circulatory diseases,Cardiac arrest,I46,85+,12.0
9060,03/27/2021,By Total,Oregon,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",0-24,0.0
9061,03/27/2021,By Total,Oregon,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",25-34,6.0
9062,03/27/2021,By Total,Oregon,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",35-44,0.0
9063,03/27/2021,By Total,Oregon,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",45-54,1.0
9064,03/27/2021,By Total,Oregon,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",55-64,15.0
9065,03/27/2021,By Total,Oregon,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",65-74,29.0
9066,03/27/2021,By Total,Oregon,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",75-84,89.0
9067,03/27/2021,By Total,Oregon,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",85+,99.0
9070,03/27/2021,By Total,Oregon,Circulatory diseases,Heart failure,I50,0-24,0.0
9071,03/27/2021,By Total,Oregon,Circulatory diseases,Heart failure,I50,25-34,4.0
9072,03/27/2021,By Total,Oregon,Circulatory diseases,Heart failure,I50,35-44,0.0
9073,03/27/2021,By Total,Oregon,Circulatory diseases,Heart failure,I50,45-54,6.0
9074,03/27/2021,By Total,Oregon,Circulatory diseases,Heart failure,I50,55-64,23.0
9075,03/27/2021,By Total,Oregon,Circulatory diseases,Heart failure,I50,65-74,42.0
9076,03/27/2021,By Total,Oregon,Circulatory diseases,Heart failure,I50,75-84,72.0
9077,03/27/2021,By Total,Oregon,Circulatory diseases,Heart failure,I50,85+,136.0
9080,03/27/2021,By Total,Oregon,Circulatory diseases,Cerebrovascular diseases,I60-I69,0-24,0.0
9081,03/27/2021,By Total,Oregon,Circulatory diseases,Cerebrovascular diseases,I60-I69,25-34,0.0
9082,03/27/2021,By Total,Oregon,Circulatory diseases,Cerebrovascular diseases,I60-I69,35-44,0.0
9083,03/27/2021,By Total,Oregon,Circulatory diseases,Cerebrovascular diseases,I60-I69,45-54,5.0
9084,03/27/2021,By Total,Oregon,Circulatory diseases,Cerebrovascular diseases,I60-I69,55-64,15.0
9085,03/27/2021,By Total,Oregon,Circulatory diseases,Cerebrovascular diseases,I60-I69,65-74,30.0
9086,03/27/2021,By Total,Oregon,Circulatory diseases,Cerebrovascular diseases,I60-I69,75-84,51.0
9087,03/27/2021,By Total,Oregon,Circulatory diseases,Cerebrovascular diseases,I60-I69,85+,54.0
9090,03/27/2021,By Total,Oregon,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",0-24,0.0
9091,03/27/2021,By Total,Oregon,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",25-34,6.0
9092,03/27/2021,By Total,Oregon,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",35-44,0.0
9093,03/27/2021,By Total,Oregon,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",45-54,1.0
9094,03/27/2021,By Total,Oregon,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",55-64,21.0
9095,03/27/2021,By Total,Oregon,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",65-74,38.0
9096,03/27/2021,By Total,Oregon,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",75-84,64.0
9097,03/27/2021,By Total,Oregon,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",85+,64.0
9100,03/27/2021,By Total,Oregon,Sepsis,Sepsis,A40-A41,0-24,0.0
9101,03/27/2021,By Total,Oregon,Sepsis,Sepsis,A40-A41,25-34,0.0
9102,03/27/2021,By Total,Oregon,Sepsis,Sepsis,A40-A41,35-44,7.0
9103,03/27/2021,By Total,Oregon,Sepsis,Sepsis,A40-A41,45-54,3.0
9104,03/27/2021,By Total,Oregon,Sepsis,Sepsis,A40-A41,55-64,16.0
9105,03/27/2021,By Total,Oregon,Sepsis,Sepsis,A40-A41,65-74,37.0
9106,03/27/2021,By Total,Oregon,Sepsis,Sepsis,A40-A41,75-84,41.0
9107,03/27/2021,By Total,Oregon,Sepsis,Sepsis,A40-A41,85+,31.0
9110,03/27/2021,By Total,Oregon,Malignant neoplasms,Malignant neoplasms,C00-C97,0-24,6.0
9111,03/27/2021,By Total,Oregon,Malignant neoplasms,Malignant neoplasms,C00-C97,25-34,0.0
9112,03/27/2021,By Total,Oregon,Malignant neoplasms,Malignant neoplasms,C00-C97,35-44,2.0
9113,03/27/2021,By Total,Oregon,Malignant neoplasms,Malignant neoplasms,C00-C97,45-54,3.0
9114,03/27/2021,By Total,Oregon,Malignant neoplasms,Malignant neoplasms,C00-C97,55-64,3.0
9115,03/27/2021,By Total,Oregon,Malignant neoplasms,Malignant neoplasms,C00-C97,65-74,34.0
9116,03/27/2021,By Total,Oregon,Malignant neoplasms,Malignant neoplasms,C00-C97,75-84,55.0
9117,03/27/2021,By Total,Oregon,Malignant neoplasms,Malignant neoplasms,C00-C97,85+,37.0
9120,03/27/2021,By Total,Oregon,Diabetes,Diabetes,E10-E14,0-24,0.0
9121,03/27/2021,By Total,Oregon,Diabetes,Diabetes,E10-E14,25-34,4.0
9122,03/27/2021,By Total,Oregon,Diabetes,Diabetes,E10-E14,35-44,2.0
9123,03/27/2021,By Total,Oregon,Diabetes,Diabetes,E10-E14,45-54,15.0
9124,03/27/2021,By Total,Oregon,Diabetes,Diabetes,E10-E14,55-64,62.0
9125,03/27/2021,By Total,Oregon,Diabetes,Diabetes,E10-E14,65-74,88.0
9126,03/27/2021,By Total,Oregon,Diabetes,Diabetes,E10-E14,75-84,128.0
9127,03/27/2021,By Total,Oregon,Diabetes,Diabetes,E10-E14,85+,96.0
9130,03/27/2021,By Total,Oregon,Obesity,Obesity,E65-E68,0-24,0.0
9131,03/27/2021,By Total,Oregon,Obesity,Obesity,E65-E68,25-34,6.0
9132,03/27/2021,By Total,Oregon,Obesity,Obesity,E65-E68,35-44,3.0
9133,03/27/2021,By Total,Oregon,Obesity,Obesity,E65-E68,45-54,13.0
9134,03/27/2021,By Total,Oregon,Obesity,Obesity,E65-E68,55-64,27.0
9135,03/27/2021,By Total,Oregon,Obesity,Obesity,E65-E68,65-74,46.0
9136,03/27/2021,By Total,Oregon,Obesity,Obesity,E65-E68,75-84,23.0
9137,03/27/2021,By Total,Oregon,Obesity,Obesity,E65-E68,85+,3.0
9140,03/27/2021,By Total,Oregon,Alzheimer disease,Alzheimer disease,G30,0-24,0.0
9141,03/27/2021,By Total,Oregon,Alzheimer disease,Alzheimer disease,G30,25-34,0.0
9142,03/27/2021,By Total,Oregon,Alzheimer disease,Alzheimer disease,G30,35-44,0.0
9143,03/27/2021,By Total,Oregon,Alzheimer disease,Alzheimer disease,G30,45-54,0.0
9144,03/27/2021,By Total,Oregon,Alzheimer disease,Alzheimer disease,G30,55-64,2.0
9145,03/27/2021,By Total,Oregon,Alzheimer disease,Alzheimer disease,G30,65-74,11.0
9146,03/27/2021,By Total,Oregon,Alzheimer disease,Alzheimer disease,G30,75-84,59.0
9147,03/27/2021,By Total,Oregon,Alzheimer disease,Alzheimer disease,G30,85+,106.0
9150,03/27/2021,By Total,Oregon,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",0-24,0.0
9151,03/27/2021,By Total,Oregon,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",25-34,0.0
9152,03/27/2021,By Total,Oregon,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",35-44,0.0
9153,03/27/2021,By Total,Oregon,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",45-54,0.0
9154,03/27/2021,By Total,Oregon,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",55-64,2.0
9155,03/27/2021,By Total,Oregon,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",65-74,43.0
9156,03/27/2021,By Total,Oregon,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",75-84,120.0
9157,03/27/2021,By Total,Oregon,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",85+,241.0
9160,03/27/2021,By Total,Oregon,Renal failure,Renal failure,N17-N19,0-24,7.0
9161,03/27/2021,By Total,Oregon,Renal failure,Renal failure,N17-N19,25-34,8.0
9162,03/27/2021,By Total,Oregon,Renal failure,Renal failure,N17-N19,35-44,1.0
9163,03/27/2021,By Total,Oregon,Renal failure,Renal failure,N17-N19,45-54,6.0
9164,03/27/2021,By Total,Oregon,Renal failure,Renal failure,N17-N19,55-64,26.0
9165,03/27/2021,By Total,Oregon,Renal failure,Renal failure,N17-N19,65-74,52.0
9166,03/27/2021,By Total,Oregon,Renal failure,Renal failure,N17-N19,75-84,57.0
9167,03/27/2021,By Total,Oregon,Renal failure,Renal failure,N17-N19,85+,66.0
9170,03/27/2021,By Total,Oregon,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",0-24,0.0
9171,03/27/2021,By Total,Oregon,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",25-34,0.0
9172,03/27/2021,By Total,Oregon,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",35-44,0.0
9173,03/27/2021,By Total,Oregon,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",45-54,7.0
9174,03/27/2021,By Total,Oregon,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",55-64,1.0
9175,03/27/2021,By Total,Oregon,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",65-74,10.0
9176,03/27/2021,By Total,Oregon,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",75-84,20.0
9177,03/27/2021,By Total,Oregon,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",85+,22.0
9180,03/27/2021,By Total,Oregon,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",0-24,8.0
9181,03/27/2021,By Total,Oregon,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",25-34,5.0
9182,03/27/2021,By Total,Oregon,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",35-44,15.0
9183,03/27/2021,By Total,Oregon,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",45-54,46.0
9184,03/27/2021,By Total,Oregon,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",55-64,114.0
9185,03/27/2021,By Total,Oregon,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",65-74,212.0
9186,03/27/2021,By Total,Oregon,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",75-84,313.0
9187,03/27/2021,By Total,Oregon,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",85+,335.0
9190,03/27/2021,By Total,Oregon,COVID-19,COVID-19,U071,0-24,7.0
9191,03/27/2021,By Total,Oregon,COVID-19,COVID-19,U071,25-34,10.0
9192,03/27/2021,By Total,Oregon,COVID-19,COVID-19,U071,35-44,25.0
9193,03/27/2021,By Total,Oregon,COVID-19,COVID-19,U071,45-54,83.0
9194,03/27/2021,By Total,Oregon,COVID-19,COVID-19,U071,55-64,229.0
9195,03/27/2021,By Total,Oregon,COVID-19,COVID-19,U071,65-74,395.0
